Position X,Position Y,Position Z
1368.14,5580.38,1869.32
1412.76,5598.78,1879.48
1431.24,5593.46,1827.71
1447.53,5546.47,1846.59
1786.92,5492.95,1828.42
1857.47,5528.9,1828.97
1867.61,5530.66,1830.81
1882.63,5496.35,1868.75
1806.78,5551.88,1885.28
1997.77,5585.25,1833.26
2011.74,5533.99,1861.28
1923.17,5495.28,1865.63
2062.34,5515.59,1830.99
2051.86,5532.24,1874.21
2166.61,5568.72,1841.4
2261.72,5570.8,1885.03
2398.77,5492.38,1829.76
1290.84,5709.52,1837.66
1259.88,5612.34,1883.13
1318.01,5712.73,1849.99
1400.32,5719.34,1857
1329.38,5660.51,1860.07
1409.61,5679.06,1865.76
1342.82,5678.91,1875.79
1484.66,5721.04,1861.49
1432.1,5627.51,1865.41
1424.92,5678.48,1868.84
1463.68,5685.98,1881.35
1421.4,5731.3,1881.88
1608.15,5707.42,1836.54
1641.6,5713.85,1857.2
1555.75,5726.77,1875.14
1860.05,5703.87,1870.52
